Topic,Words,Frequency,Timestamp,weight_per_topic,weight_per_timestamp
4,"humanities, digital, tools, research, sciences, data, virtual, information, texts, project, projects, scholar, access, journals, documents",1,1996,0.46296296296296297,2.6315789473684212
6,"hong, kong, hkma, kongs, financial, china, currency, hkd, chinas, chinese, monetary, usd, rmb, fund, peg",1,1996,0.625,2.6315789473684212
7,"sovereignty, international, globalization, asean, entity, noninterference, country, wto, law, agreements, sovereign, countries, world, legal, global",1,1996,0.8064516129032258,2.6315789473684212
11,"raids, war, paris, civilians, 1918, attacks, raid, bombs, civilian, victims, killed, warfare, shelters, attack, wars",1,1996,1.1764705882352942,2.6315789473684212
23,"court, islamic, moha, laws, judicial, law, islam, courts, muslim, regulations, indonesian, legal, indonesias, constitution, jurisdiction",1,1996,1.9230769230769231,2.6315789473684212
24,"arab, protesters, news, media, editorials, editorial, authorities, newspapers, newspaper, saudi, actions, uprising, egypt, journalists, arabia",1,1996,1.9230769230769231,2.6315789473684212
28,"museums, museum, turkish, turkey, exhibits, istanbul, ottoman, curator, exhibit, ankara, sculptures, turkeys, archaeology, archaeological, excavations",1,1996,2.0833333333333335,2.6315789473684212
37,"crimes, sri, crime, lanka, prisoners, lankan, rate, grave, sentenced, sinhalese, death, country, criminal, war, decreased",1,1996,2.272727272727273,2.6315789473684212
38,"childbearing, marriage, attainment, children, impacts, school, educational, marrying, adolescent, benefits, youth, education, age, labor, growth",1,1996,2.3255813953488373,2.6315789473684212
49,"nuclear, disarmament, diplomacy, weapons, indonesia, conference, treaty, indonesias, countries, peaceful, international, diplomatic, annex, parties, agreement",1,1996,2.7777777777777777,2.6315789473684212
58,"india, indias, growth, nepal, indian, corruption, sector, nation, nehru, government, economy, indira, country, gandhi, economic",1,1996,3.4482758620689653,2.6315789473684212
98,"interregional, cooperation, regional, government, regionalism, legal, agreement, law, foreign, economic, indonesia, decree, regulations, countries, regulation",1,1996,6.25,2.6315789473684212
115,"tax, german, eec, merger, corporate, federal, antitrust, business, taxation, germany, corporations, taxes, corporation, attorneys, mergers",1,1996,7.6923076923076925,2.6315789473684212
120,"maritime, seabed, piracy, sea, military, ship, mining, losc, ships, treaty, pirates, seas, vessels, weapons, ocean",1,1996,8.333333333333334,2.6315789473684212
-1,"role, immigration, policy, foreign, theory, may, states, can, will, international, social, disability, territory, security, have",18,1997,0.5122367672168469,52.94117647058823
0,"media, digital, social, cc, communication, protection, information, romanticism, news, tele2, rights, internet, ireland, use, protests",3,1997,0.974025974025974,8.823529411764707
1,"turkey, eu, european, turkish, turkeys, cyprus, eus, europe, turkishisraeli, israel, ukraine, countries, turske, joining, arab",1,1997,0.34843205574912894,2.9411764705882355
5,"lgbt, homosexuality, african, africa, antigay, gay, language, rights, homosexual, uganda, zimbabwe, laws, ugandas, malawi, legislation",2,1997,0.9803921568627451,5.882352941176471
7,"global, igos, governance, organizations, globalization, international, intergovernmental, world, ngos, transnational, partnerships, development, ungc, economic, business",1,1997,0.8064516129032258,2.9411764705882355
8,"russia, russian, interdependence, eu, relations, security, sanctions, cooperation, impact, discussing, defence, interdependences, crimea, russias, post2014",1,1997,0.847457627118644,2.9411764705882355
13,"energy, green, climate, environmental, sustainable, transformation, fossil, change, populist, renewables, gas, emissions, renewable, sustainability, populism",1,1997,1.2048192771084338,2.9411764705882355
25,"economists, economy, french, comte, romanticism, political, saintsimonianism, history, politique, economic, jeanbaptiste, economics, de, breton, vanlemesle",1,1997,2.0408163265306123,2.9411764705882355
40,"education, school, schools, financial, skills, students, charities, enterprise, educational, alternatives, learning, curriculum, philanthropy, charity, creativity",1,1997,2.380952380952381,2.9411764705882355
47,"daskoom, nigeria, hausa, murder, justice, nigerian, precolonial, banishment, abduction, cases, among, theft, judicial, punishment, adultery",1,1997,2.7027027027027026,2.9411764705882355
70,"clcs, continental, submission, shelf, brazil, brazilian, subcommission, amazon, coastal, nautical, revised, guidelines, limits, uniformization, sea",1,1997,4.166666666666667,2.9411764705882355
85,"mexican, mexico, investors, naftas, nafta, investor, arbitration, investorstate, metaclad, attorneys, tribunal, breach, metaclads, firms, dispute",1,1997,5.0,2.9411764705882355
98,"regionalism, regional, integration, comparative, regions, regionalisation, region, microregions, eu, european, macroregions, definitions, organisations, compared, area",1,1997,6.25,2.9411764705882355
123,"children, school, preschools, preschool, unicef, mothers, preschooling, childhood, cambodia, cambodian, child, parents, childrens, education, grade",1,1997,9.090909090909092,2.9411764705882355
-1,"iraq, rights, legal, police, counsel, political, would, between, will, military, was, law, were, education, movement",17,1998,0.48377916903813317,39.53488372093023
1,"eu, european, slovenia, slovenian, union, military, international, lithuania, laf, lithuanian, nato, eus, policy, euchina, europe",4,1998,1.3937282229965158,9.30232558139535
2,"immigration, migrants, migration, eu, asylum, immigrants, undocumented, refugees, immigrant, migrant, refugee, seekers, labour, labor, european",4,1998,1.492537313432836,9.30232558139535
3,"justices, law, court, legal, laws, justice, judgments, courts, judges, rule, supreme, judicial, judgment, majority, rights",3,1998,1.1764705882352942,6.976744186046512
4,"research, funding, sciences, humanities, science, scientific, societal, researchers, programme, social, knowledge, challenges, innovation, questions, academic",2,1998,0.9259259259259259,4.651162790697675
5,"african, africa, niger, delta, economic, government, democracy, xenophobic, political, immigrants, xenophobia, africans, nigeria, africas, oil",3,1998,1.4705882352941178,6.976744186046512
15,"health, dyad, cohort, dyads, mrqap, networks, participated, matrix, program, care, network, matrices, krackhardt, cancer, participate",1,1998,1.6666666666666667,2.3255813953488373
16,"market, freedoms, rights, liqueur, european, rules, goods, legislator, product, selling, must, arrangements, legislation, production, restrictions",1,1998,1.7543859649122806,2.3255813953488373
18,"korean, korea, peninsula, china, chinese, japan, japanese, koreas, pyongyang, asia, chinas, nuclear, japans, war, beijings",1,1998,1.8518518518518519,2.3255813953488373
35,"indonesia, indonesian, corruption, muda, dalam, rupiahs, credit, company, bank, companies, pita, foreign, tangkas, khouw, dollars",1,1998,2.2222222222222223,2.3255813953488373
37,"police, policing, crime, security, organisations, eindhoven, organisation, networks, criminal, governance, officers, justice, organisational, netherlands, commissioners",2,1998,4.545454545454546,4.651162790697675
51,"india, pakistan, terrorism, asia, war, afghanistan, soviet, nepal, china, asian, bhutan, terrorist, maoist, bush, indian",1,1998,2.857142857142857,2.3255813953488373
53,"water, stakeholder, waterallocation, decisions, officials, management, users, public, stakeholders, stakeholderengagement, sanitation, groups, watermanagement, decision, collaborative",1,1998,3.125,2.3255813953488373
76,"innovation, knowledge, creative, network, multinational, subsidiary, avoidance, perrysmith, creativity, uncertainty, research, subsidiaries, networks, context, icon",1,1998,4.545454545454546,2.3255813953488373
113,"policymaking, partisan, policy, problems, policymakers, reform, issues, conflict, pp, politics, congress, committees, coalitions, bureaucratic, political",1,1998,7.6923076923076925,2.3255813953488373
-1,"starbucks, were, we, their, its, compliance, they, ottoman, public, political, state, international, foreign, japan, policy",13,1999,0.3699487763232783,28.88888888888889
0,"journalism, cyberbullying, media, journalists, profession, news, professional, internet, journalistic, information, online, content, communication, fi, professionalism",2,1999,0.6493506493506493,4.444444444444445
1,"eu, eus, actorness, security, regionalists, european, berenskoetter, integration, democratization, atlanticists, policy, relations, policies, international, europe",1,1999,0.34843205574912894,2.2222222222222223
3,"antitrust, repeal, court, law, securities, courts, sec, suisse, laws, repeals, regulatory, judicial, statute, rule, legal",1,1999,0.39215686274509803,2.2222222222222223
4,"costco, iceland, digital, research, researchers, costcos, researcher, prices, science, store, gasoline, tools, discussion, scientific, data",3,1999,1.3888888888888888,6.666666666666667
5,"africa, mogadishu, african, governance, somalia, health, sector, government, 2012, policy, somali, un, development, political, healthcare",4,1999,1.9607843137254901,8.88888888888889
7,"health, globalization, medical, disease, kidney, technological, services, world, care, diseases, society, life, development, healing, countries",1,1999,0.8064516129032258,2.2222222222222223
8,"russia, nato, lithuania, russian, lithuanias, transatlantic, europe, states, threats, expenses, foreign, us, european, russias, budget",1,1999,0.847457627118644,2.2222222222222223
12,"women, womens, gender, dialogue, participants, conference, sexual, 2013, participation, leadership, facebook, participant, media, female, discussions",1,1999,1.2048192771084338,2.2222222222222223
13,"climate, adaptation, change, regulatory, federal, agencies, aces, agency, information, regulators, uncertainty, estuaries, adaptive, environmental, resources",1,1999,1.2048192771084338,2.2222222222222223
21,"world, holy, quran, we, he, religions, our, american, reverence, rights, intellectuals, prophets, history, islam, priests",1,1999,1.9230769230769231,2.2222222222222223
23,"islamic, muslim, law, muslims, islam, israel, religious, peace, shaltt, jurists, international, qaraw, religion, palestinians, sanhr",1,1999,1.9230769230769231,2.2222222222222223
31,"electoral, elections, vote, voting, turnout, citizens, voters, election, participation, voter, america, irregularities, political, polls, parties",1,1999,2.127659574468085,2.2222222222222223
33,"vocational, education, schools, china, training, students, colleges, chinese, teaching, universities, chinas, university, apprenticeship, college, cooperation",1,1999,2.1739130434782608,2.2222222222222223
36,"university, singapore, campuses, faculty, students, universities, sponsoring, academic, education, professors, internationalization, institution, degree, campus, international",1,1999,2.272727272727273,2.2222222222222223
41,"sellers, ethical, selling, unethical, ethics, salespeople, moral, marketing, sales, salespersons, trust, customers, behavior, seller, consumer",1,1999,2.380952380952381,2.2222222222222223
49,"diplomacy, public, ngos, diplomats, treaty, npt, nuclear, ambiguity, international, foreign, diplomatic, publics, communication, policy, reputation",3,1999,8.333333333333334,6.666666666666667
55,"employers, accreditation, professional, graduates, students, educational, education, learning, teaching, requirements, training, competences, programs, knowledgecompetences, employment",1,1999,3.225806451612903,2.2222222222222223
60,"veil, court, ban, belgium, law, belgian, french, legal, eu, rights, strasbourg, freedom, european, cases, proselytism",1,1999,3.7037037037037037,2.2222222222222223
85,"investor, investors, nafta, guatemalan, indigenous, accords, accord, agreement, guatemala, investortostate, trade, lands, negotiations, mexico, commitments",1,1999,5.0,2.2222222222222223
89,"rights, eu, eus, clause, law, court, european, treaty, judicial, protection, agreements, torture, judges, courts, principles",1,1999,5.555555555555555,2.2222222222222223
95,"identifications, career, organizational, positioning, consultancy, ambiguous, interplays, consulting, positionings, organizations, organization, interplay, ambiguity, context, conflicting",1,1999,5.882352941176471,2.2222222222222223
108,"network, networks, interviewee, icwrn, pension, members, resources, interviewees, et, leaders, outcomes, innovation, funding, innovative, fosterfisherman",1,1999,7.142857142857143,2.2222222222222223
116,"card, eid, register, moaid, citizen, signature, identity, identifier, spr, certificate, identification, signatures, liechtenstein, crr, registered",1,1999,8.333333333333334,2.2222222222222223
125,"waqf, islamic, centuries, economic, institutions, mutawalli, capital, partnerships, kuran, banks, islam, partnership, west, enterprises, regionalism",1,1999,9.090909090909092,2.2222222222222223
-1,"sicc, microfinance, social, were, history, global, international, interpol, has, development, world, local, have, we, had",26,2000,0.7398975526465567,43.333333333333336
0,"press, news, journalists, watchdog, journalism, media, network, presss, facebook, information, networks, internet, networked, investigative, reporting",2,2000,0.6493506493506493,3.3333333333333335
1,"eu, european, policy, eus, governance, union, innovation, national, commission, competences, labour, integration, economic, policies, cooperation",2,2000,0.6968641114982579,3.3333333333333335
2,"migrants, intercultural, migration, enclaves, immigrants, zones, integration, european, refugees, immigration, authorities, countries, eu, asylum, refugee",1,2000,0.373134328358209,1.6666666666666667
5,"congo, un, soviet, congolese, lumumbas, council, government, secretarygeneral, uns, african, belgian, congos, africa, secession, resolutions",1,2000,0.49019607843137253,1.6666666666666667
6,"china, globalization, chinese, chinas, economic, supercomputer, supercomputers, global, pentagon, economy, america, exports, liberalization, countries, trade",3,2000,1.875,5.0
9,"unemployment, fighters, muslim, jihadism, terrorism, jihadist, syria, muslims, terrorist, countries, 2016, isis, western, arab, 2015",1,2000,1.0101010101010102,1.6666666666666667
10,"language, languages, local, colonial, bemba, learning, ethnic, education, schooling, zambia, teaching, spoken, knowledge, students, teachers",1,2000,1.098901098901099,1.6666666666666667
13,"sugarcane, ethanol, cerrado, brazilian, deforestation, amazon, biodiversity, brazil, emissions, environmental, plantations, conservation, forest, agricultural, vegetation",1,2000,1.2048192771084338,1.6666666666666667
14,"pentecostalism, pentecostal, cultural, faiths, local, southern, christianity, southsouth, religious, church, modernity, balization, faith, kamp, western",1,2000,1.3157894736842106,1.6666666666666667
15,"health, insurance, care, insurers, hospitals, hospital, insured, patients, providers, singapore, premiums, cancer, choice, swiss, healthcare",1,2000,1.6666666666666667,1.6666666666666667
17,"leadership, justice, social, leaders, inequality, 2011, 2010, 2012, organizational, nations, organization, world, change, among, organizations",1,2000,1.7543859649122806,1.6666666666666667
18,"japan, japans, inlaws, korean, japanese, korea, husbands, inlaw, abuse, wives, vietnamese, mothersinlaw, china, family, families",2,2000,3.7037037037037037,3.3333333333333335
22,"crisis, political, china, economic, crises, economies, chinas, keynesian, fiscal, countries, politics, economy, markets, debt, recession",2,2000,3.8461538461538463,3.3333333333333335
29,"fpac, systems, governance, policy, agriculture, farmers, society, organizations, institutions, councils, networks, fcwa, agricultural, community, academics",1,2000,2.127659574468085,1.6666666666666667
30,"oda, aid, tanzania, poverty, donor, tanzanian, uganda, ghana, corruption, donors, countries, development, aiddfid, budget, assistance",1,2000,2.127659574468085,1.6666666666666667
31,"electoral, parties, vote, party, seats, polls, voting, election, seatmaximizing, elections, turnout, partypsl, democratic, votes, voters",1,2000,2.127659574468085,1.6666666666666667
33,"education, colleges, chinas, students, globalization, universities, decentralization, vocational, reforms, teaching, chinese, administrative, china, educational, institutionalism",1,2000,2.1739130434782608,1.6666666666666667
35,"mascot, city, malang, color, identity, indonesia, mascots, citys, kumamon, baya, symbol, headdress, local, kumamoto, its",1,2000,2.2222222222222223,1.6666666666666667
47,"sociopolitical, nigeria, ethnic, country, governance, groups, political, nigerian, inclusive, nigerias, government, national, conflict, ethnicity, africa",1,2000,2.7027027027027026,1.6666666666666667
63,"mdgs, planetary, wellbeing, development, agenda, sustainable, goals, climate, global, developing, poverty, earths, countries, rio20, growth",1,2000,3.8461538461538463,1.6666666666666667
70,"brazil, brazilian, psychology, regional, america, latin, region, usa, psychologists, american, argentina, policy, countries, international, mercosur",2,2000,8.333333333333334,3.3333333333333335
74,"sago, mentawai, rice, food, sri, palm, island, mentawaians, lanka, roasted, tree, cacao, consumption, mentawaian, lankan",1,2000,4.3478260869565215,1.6666666666666667
78,"procurement, usmca, defense, us, european, buy, markets, protectionist, protectionism, trade, american, nafta, reciprocity, access, agreements",1,2000,4.761904761904762,1.6666666666666667
84,"mongolia, mongolias, kazakhstan, international, mongolian, russia, uzbekistan, nations, foreign, asia, kazakh, economy, countrys, countries, policy",1,2000,5.0,1.6666666666666667
89,"criminal, european, law, justice, enforcement, legal, offences, court, judicial, eu, dutch, judges, courts, jurisdiction, netherlands",1,2000,5.555555555555555,1.6666666666666667
96,"australian, australia, australias, growth, inflation, technological, economic, dynamicstrategy, expansion, homelessness, demand, sector, resources, homeless, change",1,2000,6.25,1.6666666666666667
122,"regulators, regulatory, accountability, accountors, regulation, regulator, accountor, agency, agencies, executive, parliament, government, panels, committees, role",1,2000,8.333333333333334,1.6666666666666667
-1,"ppp, ppps, oa, world, we, global, also, were, states, infrastructure, us, public, countries, has, have",30,2001,0.8537279453614115,36.58536585365854
0,"media, twitter, speech, children, internet, annotation, technology, digital, users, news, information, content, social, access, political",5,2001,1.6233766233766234,6.097560975609756
1,"eu, european, eus, policy, foreign, azerbaijan, transatlantic, union, europe, states, countries, cooperation, armenia, azerbaijans, political",5,2001,1.7421602787456445,6.097560975609756
2,"caseworkers, asylum, migration, migrants, presidents, seekers, immigration, refugees, immigrants, political, deportation, activists, migrant, workers, caseworker",3,2001,1.1194029850746268,3.658536585365854
3,"ukraine, legal, passenger, investigation, law, cpc, protection, banking, legislation, rights, rule, transport, criminal, information, passengers",1,2001,0.39215686274509803,1.2195121951219512
5,"african, africa, mbeki, businesses, africans, colonial, mbekis, development, tanganyika, renaissance, business, africas, familybusiness, political, agricultural",3,2001,1.4705882352941178,3.658536585365854
6,"chinas, china, chinese, courts, obligations, regulations, provincial, governments, economic, trade, law, subnational, legal, reform, trading",2,2001,1.25,2.4390243902439024
9,"nehrus, nehru, indias, indian, india, british, terrorism, cia, radhakrishnan, delhi, terrorist, pakistan, bahadur, lal, kashmir",1,2001,1.0101010101010102,1.2195121951219512
10,"language, english, advertising, languages, teaching, chinese, teachers, western, world, culture, linguistic, communication, foreign, globalization, cultural",3,2001,3.2967032967032965,3.658536585365854
14,"church, religious, bush, churches, religion, christian, god, obama, world, christ, policy, gods, war, iraq, john",2,2001,2.6315789473684212,2.4390243902439024
15,"health, sanitary, services, diseases, malaria, medical, care, programs, india, sanitation, inspectors, insurance, government, outbreaks, hygiene",1,2001,1.6666666666666667,1.2195121951219512
17,"work, workplace, requirements, workers, competence, leadership, workplaces, tasks, subjective, activities, hairdressers, nurses, discretion, occupational, working",1,2001,1.7543859649122806,1.2195121951219512
18,"korea, dprk, peninsula, korean, military, japan, security, dmz, japanese, troops, koreas, japans, deterrence, forces, nuclear",1,2001,1.8518518518518519,1.2195121951219512
23,"islamic, muslim, islam, mosque, religious, god, arab, muslims, modernism, religion, quran, reformers, prophet, hijra, egypt",1,2001,1.9230769230769231,1.2195121951219512
27,"vitamins, cartel, cartels, corruption, antitrust, prices, plaintiffs, vitamin, fines, corrupt, damages, conspiracy, enforcement, penalties, deterrence",1,2001,2.0408163265306123,1.2195121951219512
28,"salonica, schools, ottoman, turkish, turkey, muslim, education, school, turkeys, teachers, selanik, opened, greek, educational, sultan",1,2001,2.0833333333333335,1.2195121951219512
31,"voters, party, polling, voting, voter, election, vote, elections, republicans, ballots, electoral, candidate, parties, voted, ballot",2,2001,4.25531914893617,2.4390243902439024
32,"oil, japan, gas, companies, upstream, uae, projects, industry, firms, japex, iran, market, qatar, supply, saudi",1,2001,2.1739130434782608,1.2195121951219512
33,"vocational, education, training, internationalization, development, colleges, international, chinas, college, abroad, cooperation, university, universities, overseas, cooperative",1,2001,2.1739130434782608,1.2195121951219512
35,"indonesia, sby, indonesias, democracy, indonesians, dutch, presidency, suhartos, suharto, nation, merdeka, came, indonesian, sukarnos, gam",1,2001,2.2222222222222223,1.2195121951219512
40,"statements, schools, financial, education, school, sasa, audit, accounting, africa, ias, information, educational, department, audited, african",1,2001,2.380952380952381,1.2195121951219512
48,"administrators, administrative, constitutional, constitutionalism, ruler, rulers, power, rights, constitution, conflicts, administration, law, constitutions, administrator, legal",1,2001,2.7777777777777777,1.2195121951219512
49,"roosevelt, listeners, diplomacy, radio, roosevelts, peace, broadcasts, nations, listener, 1952, us, europe, war, diplomats, diplomatic",1,2001,2.7777777777777777,1.2195121951219512
